#,Product URL,Main Category,Sub-Category,Product Name,Model,Description,Efficiency,Features,Size,Lighting,Market,Additional Model Identification,ENERGY STAR Unique ID,UPC Codes,Additional Model Names and/or Numbers,PDF File URL
1072,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2344316,Building Products,Storm Windows,QUANTAPANEL - 606-SL Architectural Low-e Storm Window,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Interior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Vertical Slider/Single-Double Hung
Number of tracks: Two-Track
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1
Screen Size: Partial","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 0.4","Screen included: Yes
Weep Holes: No
Manufacturer Warranty: Yes
Manufacturer Warranty Period: 20 years
ENERGY STAR Certified: Yes",,,"Date Available on the market: 8/1/2011
Date Certified: 8/21/2019 Markets: United States, Canada",ENERGY STAR Unique ID: 2344316,2344316,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2344316/export/pdf/download
1073,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345761,Building Products,Storm Windows,QUANTAPANEL - 607-SL Architectural Low-e Storm Window,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Interior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Horizontal Slider
Number of tracks: Two-Track
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 0.4","Screen included: No
Weep Holes: No
Manufacturer Warranty: Yes
Manufacturer Warranty Period: Limited, 20 years
ENERGY STAR Certified: Yes",,,"Date Available on the market: 6/1/2019
Date Certified: 8/21/2019 Markets: United States, Canada",ENERGY STAR Unique ID: 2345761,2345761,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345761/export/pdf/download
1074,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345760,Building Products,Storm Windows,QUANTAPANEL - 504-DH Architectural Low-e Storm Window N,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Exterior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Vertical Slider/Single-Double Hung
Number of tracks: Two-Track
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1
Screen Size: Partial","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 1.3","Screen included: Yes
Weep Holes: Yes
Manufacturer Warranty: Yes
Manufacturer Warranty Period: Limited, 20 years
ENERGY STAR Certified: Yes",,,"Date Available on the market: 10/1/2010
Date Certified: 8/21/2019 Markets: United States, Canada",ENERGY STAR Unique ID: 2345760,2345760,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345760/export/pdf/download
1075,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345757,Building Products,Storm Windows,QUANTAPANEL - 502-PW Architectural Low-e Storm Window N,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Exterior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Fixed/Stationary/Picture
Number of tracks: Single-Track/fixed
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 1.1","Screen included: No
Weep Holes: Yes
Manufacturer Warranty: Yes
Manufacturer Warranty Period: Limited, 20 year
ENERGY STAR Certified: Yes",,,"Date Available on the market: 10/1/2010
Date Certified: 9/3/2019 Markets: United States, Canada","ENERGY STAR Unique ID: 2345757
Additional Model Names and/or Numbers: ,QUANTAPANEL*502-PW N IGS,Exterior, fixed window system with sash held in place by retaining bars that are removable to the exterior. Low-e-glass",2345757,,",QUANTAPANEL*502-PW N IGS,Exterior, fixed window system with sash held in place by retaining bars that are removable to the exterior.  Low-e-glass",https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345757/export/pdf/download
1076,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345434,Building Products,Storm Windows,QUANTAPANEL - 605-DH Architectural Low-e Storm Window,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Interior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Vertical Slider/Single-Double Hung
Number of tracks: Two-Track
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 0.4","Screen included: No
Weep Holes: No
Manufacturer Warranty: Yes
Manufacturer Warranty Period: Limited, 20 years
ENERGY STAR Certified: Yes",,,"Date Available on the market: 1/1/2012
Date Certified: 8/21/2019 Markets: United States, Canada",ENERGY STAR Unique ID: 2345434,2345434,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345434/export/pdf/download
1077,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345433,Building Products,Storm Windows,QUANTAPANEL - 604-DH Architectural Low-e Storm Window,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Interior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Vertical Slider/Single-Double Hung
Number of tracks: Two-Track
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1
Screen Size: Partial","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 0.4","Screen included: Yes
Weep Holes: No
Manufacturer Warranty: Yes
Manufacturer Warranty Period: Limited, 20 years
ENERGY STAR Certified: Yes",,,"Date Available on the market: 8/1/2019
Date Certified: 8/21/2019 Markets: United States, Canada",ENERGY STAR Unique ID: 2345433,2345433,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2345433/export/pdf/download
1078,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2344402,Building Products,Storm Windows,QUANTAPANEL - 506-SL Architectural Low-e Storm Window N,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Exterior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Vertical Slider/Single-Double Hung
Number of tracks: Two-Track
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1
Screen Size: Partial","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 1.1","Screen included: Yes
Weep Holes: Yes
Manufacturer Warranty: Yes
Manufacturer Warranty Period: 20 years
ENERGY STAR Certified: Yes",,,"Date Available on the market: 10/1/2010
Date Certified: 8/21/2019 Markets: United States, Canada",ENERGY STAR Unique ID: 2344402,2344402,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2344402/export/pdf/download
1079,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2347933,Building Products,Storm Windows,Chosen - Fixed Slip Low-e,,"ENERGY STAR Partner: Chosen Wood Window Maintenance, Inc
Product Type: Exterior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Fixed/Stationary/Picture
Number of tracks: Single-Track/fixed
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 1.5","Screen included: No
Weep Holes: No
Manufacturer Warranty: No
ENERGY STAR Certified: Yes",,,"Date Available on the market: 10/6/2010
Date Certified: 10/7/2019 Markets: United States",ENERGY STAR Unique ID: 2347933,2347933,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2347933/export/pdf/download
1080,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2344317,Building Products,Storm Windows,QUANTAPANEL - 602-PW Architectural Low-e Storm Window,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Interior Storm Window
ENERGY STAR Storm Window Zone: Northern
Operator type: Fixed/Stationary/Picture
Number of tracks: Single-Track/fixed
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1","Emissivity: 0.16
Solar Transmittance: 0.74
AERC 1.2 Air Leakage Rating: 0.1","Screen included: No
Weep Holes: No
Manufacturer Warranty: Yes
Manufacturer Warranty Period: 20 years
ENERGY STAR Certified: Yes",,,"Date Available on the market: 9/1/2011
Date Certified: 9/5/2019 Markets: United States, Canada",ENERGY STAR Unique ID: 2344317,2344317,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2344317/export/pdf/download
1081,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2344314,Building Products,Storm Windows,QUANTAPANEL - 502-PW Architectural Low-e Storm Window S,,"ENERGY STAR Partner: QUANTA Technologies, Inc.
Product Type: Exterior Storm Window
ENERGY STAR Storm Window Zone: Southern
Operator type: Fixed/Stationary/Picture
Number of tracks: Single-Track/fixed
Frame Material: Aluminum
Frame Finished (painted or coated): Yes
Glazing Material: Glass with a coating
Number of glazing layers: 1","Emissivity: 0.17
Solar Transmittance: 0.46
AERC 1.2 Air Leakage Rating: 1.1","Screen included: No
Weep Holes: Yes
Manufacturer Warranty: Yes
Manufacturer Warranty Period: 20 years
ENERGY STAR Certified: Yes",,,"Date Available on the market: 10/1/2010
Date Certified: 8/21/2019 Markets: United States, Canada",ENERGY STAR Unique ID: 2344314,2344314,,,https://www.energystar.gov/productfinder/product/certified-storm-windows/details/2344314/export/pdf/download
1095,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2354726,Commercial Appliances,Commercial Clothes Washers,LG - GCWM1069**#,,"Load Configuration: Front Load
Volume (cu. ft.): 3.7","Modified Energy Factor (MEF): 2.5
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.7
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 02/11/2020 Markets: United States, Canada","ENERGY STAR Unique ID: 2354726
UPC Codes: 048231028196, 195174000618, 195174000625, 195174000670, 195174024690, 8806091538437, 8806091538451",2354726,"048231028196, 195174000618, 195174000625, 195174000670, 195174024690, 8806091538437, 8806091538451",,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2354726/export/pdf/download
1096,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2307177,Commercial Appliances,Commercial Clothes Washers,LG - GCWF1069**#,,"Load Configuration: Front Load
Volume (cu. ft.): 3.7","Modified Energy Factor (MEF): 2.4
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.8
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 01/01/2017 Markets: United States, Canada","ENERGY STAR Unique ID: 2307177
UPC Codes: 048231023900, 048231023917, 048231023924, 048231023931, 048231023948, 048231023955, 048231023962, 048231023979",2307177,"048231023900, 048231023917, 048231023924, 048231023931, 048231023948, 048231023955, 048231023962, 048231023979",,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2307177/export/pdf/download
1097,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2343850,Commercial Appliances,Commercial Clothes Washers,LG - GCWW1069**#,,"Load Configuration: Front Load
Volume (cu. ft.): 3.7","Modified Energy Factor (MEF): 2.4
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.8
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 08/02/2019 Markets: United States, Canada","ENERGY STAR Unique ID: 2343850
UPC Codes: 048231026864, 048231026888",2343850,"048231026864, 048231026888",,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2343850/export/pdf/download
1098,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2375441,Commercial Appliances,Commercial Clothes Washers,LG - TCWM2013***,,"Load Configuration: Front Load
Volume (cu. ft.): 5.2","Modified Energy Factor (MEF): 2.4
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.9
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 03/11/2021 Markets: United States, Canada","ENERGY STAR Unique ID: 2375441
UPC Codes: 195174000632, 195174000687, 195174000694, 195174000700",2375441,"195174000632, 195174000687, 195174000694, 195174000700",,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2375441/export/pdf/download
1099,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2343849,Commercial Appliances,Commercial Clothes Washers,LG - TCWL2013***,,"Load Configuration: Front Load
Volume (cu. ft.): 5.2","Modified Energy Factor (MEF): 2.4
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.9
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 08/02/2019 Markets: United States, Canada","ENERGY STAR Unique ID: 2343849
UPC Codes: 048231028189",2343849,048231028189,,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2343849/export/pdf/download
1100,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2310663,Commercial Appliances,Commercial Clothes Washers,LG - GCWL1069**#,,"Load Configuration: Front Load
Volume (cu. ft.): 3.7","Modified Energy Factor (MEF): 2.4
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 4.0
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 02/14/2018 Markets: United States, Canada","ENERGY STAR Unique ID: 2310663
UPC Codes: 048231024648, 048231024679, 048231024686, 048231025218, 048231025225, 048231025232, 048231025249, 048231026185, 048231026192, 048231026208, 048231026215",2310663,"048231024648, 048231024679, 048231024686, 048231025218, 048231025225, 048231025232, 048231025249, 048231026185, 048231026192, 048231026208, 048231026215",,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2310663/export/pdf/download
1101,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2358812,Commercial Appliances,Commercial Clothes Washers,ENCORE - WHLFP715M,,"Load Configuration: Front Load
Volume (cu. ft.): 3.5","Modified Energy Factor (MEF): 2.3
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.8
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 01/01/2018 Markets: United States, Canada","ENERGY STAR Unique ID: 2358812
UPC Codes: 856013006016",2358812,856013006016,,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2358812/export/pdf/download
1102,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2358817,Commercial Appliances,Commercial Clothes Washers,Crossover - WHLFP817M,,"Load Configuration: Front Load
Volume (cu. ft.): 3.5","Modified Energy Factor (MEF): 2.3
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.8
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 01/01/2018 Markets: United States, Canada","ENERGY STAR Unique ID: 2358817
UPC Codes: 856013006016",2358817,856013006016,,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2358817/export/pdf/download
1103,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2383431,Commercial Appliances,Commercial Clothes Washers,ENCORE - WHLFP715MC2,,"Load Configuration: Front Load
Volume (cu. ft.): 3.5","Modified Energy Factor (MEF): 2.3
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.8
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 07/30/2021 Markets: United States, Canada","ENERGY STAR Unique ID: 2383431
UPC Codes: 856013006528",2383431,856013006528,,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2383431/export/pdf/download
1104,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2383432,Commercial Appliances,Commercial Clothes Washers,Crossover - WHLFP817MC2,,"Load Configuration: Front Load
Volume (cu. ft.): 3.5","Modified Energy Factor (MEF): 2.3
US Federal Standard (MEF): 2.0
US Federal Standard (WF): 5.5
Integrated Water Factor (IWF): 3.8
US Federal Standard (IWF): 4.1",ENERGY STAR Certified: Yes,,,"Intended Market: Commercial
Date Available On Market: 07/30/2021 Markets: United States, Canada","ENERGY STAR Unique ID: 2383432
UPC Codes: 856013006535",2383432,856013006535,,https://www.energystar.gov/productfinder/product/certified-commercial-clothes-washers/details/2383432/export/pdf/download
1180,https://www.energystar.gov/productfinder/product/certified-commercial-coffee-brewers/details/2383799,Commercial Food Service Equipment,Commercial Coffee Brewers,BUNN - ITCB TWIN HV,,"ENERGY STAR Partner: Bunn-o-Matic Corporation
Product Type: Medium Batch Type II
Tank Capacity (gal): 5.768
Tank Capacity (ounces): 738.304
Measured Average Tank Temperature in Ready-to-Brew Idle (F?): 199
Maximum serving temperature during heavy-use brew test (°F): 191
Preheat Time (min): 21.13","Normalized Ready-to-Brew Idle Energy Rate (watts/gal): 20.8
Normalized Heavy-Use Brew Energy Rate (watts/gal): 306.51
Energy Save Mode Feature: Yes
Normalized Energy Save Mode Idle Energy Rate (watts/gal): 7.71
Preheat Energy (Wh): 1.86",ENERGY STAR Certified: Yes,,,"Date Available on Market: 09/12/2018 Markets: United States, Canada","ENERGY STAR Unique ID: 2383799
UPC Codes: 072504135892",2383799,072504135892,,https://www.energystar.gov/productfinder/product/certified-commercial-coffee-brewers/details/2383799/export/pdf/download
1181,https://www.energystar.gov/productfinder/product/certified-commercial-coffee-brewers/details/2383798,Commercial Food Service Equipment,Commercial Coffee Brewers,BUNN - ITCB TWIN HV PE,,"ENERGY STAR Partner: Bunn-o-Matic Corporation
Product Type: Medium Batch Type II
Tank Capacity (gal): 5.768
Tank Capacity (ounces): 738.304
Measured Average Tank Temperature in Ready-to-Brew Idle (F?): 199
Maximum serving temperature during heavy-use brew test (°F): 191
Preheat Time (min): 21.13","Normalized Ready-to-Brew Idle Energy Rate (watts/gal): 20.8
Normalized Heavy-Use Brew Energy Rate (watts/gal): 306.51
Energy Save Mode Feature: Yes
Normalized Energy Save Mode Idle Energy Rate (watts/gal): 7.71
Preheat Energy (Wh): 1.86",ENERGY STAR Certified: Yes,,,"Date Available on Market: 09/12/2018 Markets: United States, Canada","ENERGY STAR Unique ID: 2383798
UPC Codes: 072504300672",2383798,072504300672,,https://www.energystar.gov/productfinder/product/certified-commercial-coffee-brewers/details/2383798/export/pdf/download
1182,https://www.energystar.gov/productfinder/product/certified-commercial-coffee-brewers/details/2383556,Commercial Food Service Equipment,Commercial Coffee Brewers,BUNN - ITCB-DV HV PE,,"ENERGY STAR Partner: Bunn-o-Matic Corporation
Product Type: Large Batch Type II
Tank Capacity (gal): 2.8808
Tank Capacity (ounces): 368.7424
Measured Average Tank Temperature in Ready-to-Brew Idle (F?): 200
Maximum serving temperature during heavy-use brew test (°F): 187
Preheat Time (min): 36.53","Normalized Ready-to-Brew Idle Energy Rate (watts/gal): 27.13
Normalized Heavy-Use Brew Energy Rate (watts/gal): 260.28
Energy Save Mode Feature: Yes
Normalized Energy Save Mode Idle Energy Rate (watts/gal): 5.02
Preheat Energy (Wh): 0.95",ENERGY STAR Certified: Yes,,,"Date Available on Market: 08/28/2018 Markets: United States, Canada","ENERGY STAR Unique ID: 2383556
UPC Codes: 072504299594",2383556,072504299594,,https://www.energystar.gov/productfinder/product/certified-commercial-coffee-brewers/details/2383556/export/pdf/download
